Compound_id,Disease_id,relation_type,database
DB00614,MESH:D002311,Sa,GNBR
DB00614,MESH:D002771,T,GNBR
DB00614,MESH:D002908,T,GNBR
DB00614,MESH:D003967,T,GNBR
DB00614,MESH:D004381,T,GNBR
DB00614,MESH:D004405,T,GNBR
DB00614,MESH:D005334,T,GNBR
DB00614,MESH:D005873,T,GNBR
DB00614,MESH:D007239,T,GNBR
DB00614,MESH:D009202,Sa,GNBR
DB00614,MESH:D010437,T,GNBR
DB00614,MESH:D012480,T,GNBR
DB00614,MESH:D014435,T,GNBR
DB00614,MESH:D014456,T,GNBR
DB00614,MESH:D016481,T,GNBR
DB00614,MESH:D064420,Sa,GNBR
DB00695,MESH:C536058,Pr,GNBR
DB00695,MESH:C537153,Sa,GNBR
DB00695,MESH:D000208,T,GNBR
DB00695,MESH:D000402,Pa,GNBR
DB00695,MESH:D000471,Sa,GNBR
DB00695,MESH:D001002,T,GNBR
DB00695,MESH:D001201,T,GNBR
DB00695,MESH:D001249,T,GNBR
DB00695,MESH:D001929,T,GNBR
DB00695,MESH:D001997,T,GNBR
DB00695,MESH:D002114,Sa,GNBR
DB00695,MESH:D002292,Sa,GNBR
DB00695,MESH:D003638,Sa,GNBR
DB00695,MESH:D003866,Sa,GNBR
DB00695,MESH:D003920,T,GNBR
DB00695,MESH:D003924,T,GNBR
DB00695,MESH:D004194,T,GNBR
DB00695,MESH:D004417,T,GNBR
DB00695,MESH:D004487,T,GNBR
DB00695,MESH:D005355,T,GNBR
DB00695,MESH:D005921,T,GNBR
DB00695,MESH:D006311,Sa,GNBR
DB00695,MESH:D006331,T,GNBR
DB00695,MESH:D006333,T,GNBR
DB00695,MESH:D006470,T,GNBR
DB00695,MESH:D006849,T,GNBR
DB00695,MESH:D006929,T,GNBR
DB00695,MESH:D006934,T,GNBR
DB00695,MESH:D006947,T,GNBR
DB00695,MESH:D006973,T,GNBR
DB00695,MESH:D006976,T,GNBR
DB00695,MESH:D007008,Sa,GNBR
DB00695,MESH:D007177,T,GNBR
DB00695,MESH:D007669,T,GNBR
DB00695,MESH:D007676,T,GNBR
DB00695,MESH:D008103,T,GNBR
DB00695,MESH:D008107,T,GNBR
DB00695,MESH:D008173,Pa,GNBR
DB00695,MESH:D009203,T,GNBR
DB00695,MESH:D009369,T,GNBR
DB00695,MESH:D009397,Sa,GNBR
DB00695,MESH:D009404,T,GNBR
DB00695,MESH:D009846,T,GNBR
DB00695,MESH:D010190,T,GNBR
DB00695,MESH:D010538,T,GNBR
DB00695,MESH:D011141,Sa,GNBR
DB00695,MESH:D011225,T,GNBR
DB00695,MESH:D011654,T,GNBR
DB00695,MESH:D011704,T,GNBR
DB00695,MESH:D012128,T,GNBR
DB00695,MESH:D012871,T,GNBR
DB00695,MESH:D012892,T,GNBR
DB00695,MESH:D013224,T,GNBR
DB00695,MESH:D013262,Sa,GNBR
DB00695,MESH:D013832,Sa,GNBR
DB00695,MESH:D014947,T,GNBR
DB00695,MESH:D015431,Sa,GNBR
DB00695,MESH:D016638,T,GNBR
DB00695,MESH:D018487,T,GNBR
DB00695,MESH:D018754,T,GNBR
DB00695,MESH:D019190,T,GNBR
DB00695,MESH:D020896,Sa,GNBR
DB00695,MESH:D029424,T,GNBR
DB00695,MESH:D051436,T,GNBR
DB00695,MESH:D051437,T,GNBR
DB00695,MESH:D052878,T,GNBR
DB00695,MESH:D053099,Sa,GNBR
DB00695,MESH:D053158,T,GNBR
DB00695,MESH:D053565,Sa,GNBR
DB00695,MESH:D055370,T,GNBR
DB00695,MESH:D056150,Sa,GNBR
DB00695,MESH:D056486,Sa,GNBR
DB00695,MESH:D058186,T,GNBR
DB00695,MESH:D059245,T,GNBR
DB00695,MESH:D063926,Sa,GNBR
DB00695,MESH:D064420,Sa,GNBR
MESH:D005668,MESH:D009369,T,GNBR
MESH:D005669,MESH:D001791,Pa,GNBR
MESH:D005669,MESH:D006973,T,GNBR
MESH:D005669,MESH:D007022,Pr,GNBR
DB02703,MESH:D000380,Sa,GNBR
DB02703,MESH:D000592,T,GNBR
DB02703,MESH:D000740,T,GNBR
DB02703,MESH:D001424,T,GNBR
DB02703,MESH:D003092,T,GNBR
DB02703,MESH:D003231,T,GNBR
DB02703,MESH:D003550,T,GNBR
DB02703,MESH:D003872,T,GNBR
DB02703,MESH:D003967,T,GNBR
DB02703,MESH:D004696,T,GNBR
DB02703,MESH:D005499,T,GNBR
DB02703,MESH:D005891,T,GNBR
DB02703,MESH:D007169,T,GNBR
DB02703,MESH:D007239,T,GNBR
DB02703,MESH:D007565,Sa,GNBR
DB02703,MESH:D007634,T,GNBR
DB02703,MESH:D010019,T,GNBR
DB02703,MESH:D011711,T,GNBR
DB02703,MESH:D012206,T,GNBR
DB02703,MESH:D012871,T,GNBR
DB02703,MESH:D013203,T,GNBR
DB02703,MESH:D015440,T,GNBR
DB02703,MESH:D015658,T,GNBR
DB02703,MESH:D018805,T,GNBR
MESH:D005677,MESH:D009369,C,GNBR
MESH:D005677,MESH:D009422,Pa,GNBR
MESH:D005677,MESH:D020521,T,GNBR
MESH:D005677,MESH:D055752,T,GNBR
MESH:D005678,MESH:D008545,T,GNBR
MESH:D005679,MESH:D008545,T,GNBR
MESH:D005679,MESH:D009369,C,GNBR
DB02530,MESH:C535349,Sa,GNBR
DB02530,MESH:C535500,Sa,GNBR
DB02530,MESH:C536050,J,GNBR
DB02530,MESH:C536214,Sa,GNBR
DB02530,MESH:C565433,Sa,GNBR
DB02530,MESH:C565957,T,GNBR
DB02530,MESH:C565957,J,GNBR
DB02530,MESH:C567159,J,GNBR
DB02530,MESH:D000138,Sa,GNBR
DB02530,MESH:D000435,T,GNBR
DB02530,MESH:D000544,T,GNBR
DB02530,MESH:D000690,T,GNBR
DB02530,MESH:D001480,T,GNBR
DB02530,MESH:D001791,Pa,GNBR
DB02530,MESH:D001919,Sa,GNBR
DB02530,MESH:D002658,Sa,GNBR
DB02530,MESH:D003128,Sa,GNBR
DB02530,MESH:D003389,Pr,GNBR
DB02530,MESH:D004194,Sa,GNBR
DB02530,MESH:D004421,T,GNBR
DB02530,MESH:D004827,T,GNBR
DB02530,MESH:D004832,Sa,GNBR
DB02530,MESH:D005334,Sa,GNBR
DB02530,MESH:D005355,T,GNBR
DB02530,MESH:D005356,T,GNBR
DB02530,MESH:D005879,T,GNBR
DB02530,MESH:D006963,Sa,GNBR
DB02530,MESH:D006984,Pa,GNBR
DB02530,MESH:D007035,Sa,GNBR
DB02530,MESH:D009069,Sa,GNBR
DB02530,MESH:D009128,T,GNBR
DB02530,MESH:D009207,Sa,GNBR
DB02530,MESH:D009765,T,GNBR
DB02530,MESH:D010243,Sa,GNBR
DB02530,MESH:D010859,Sa,GNBR
DB02530,MESH:D012559,T,GNBR
DB02530,MESH:D012893,T,GNBR
DB02530,MESH:D013610,Sa,GNBR
DB02530,MESH:D018476,T,GNBR
DB02530,MESH:D019522,Sa,GNBR
DB02530,MESH:D020279,T,GNBR
DB02530,MESH:D020336,Sa,GNBR
DB02530,MESH:D020734,J,GNBR
DB02530,MESH:D020817,J,GNBR
DB02530,MESH:D020938,Sa,GNBR
DB02530,MESH:D045888,T,GNBR
DB02530,MESH:D055985,J,GNBR
DB02530,MESH:D056486,T,GNBR
DB02530,OMIM:102530,T,GNBR
DB02530,OMIM:613290,Pa,GNBR
DB12091,MESH:C564543,T,GNBR
DB12091,MESH:D000686,T,GNBR
DB12091,MESH:D001281,T,GNBR
DB12091,MESH:D001932,T,GNBR
DB12091,MESH:D002277,T,GNBR
DB12091,MESH:D002292,T,GNBR
DB12091,MESH:D004342,T,GNBR
DB12091,MESH:D004487,Sa,GNBR
DB12091,MESH:D005355,Sa,GNBR
DB12091,MESH:D006967,T,GNBR
DB12091,MESH:D007249,Sa,GNBR
DB12091,MESH:D007511,T,GNBR
DB12091,MESH:D007674,T,GNBR
DB12091,MESH:D008173,Sa,GNBR
DB12091,MESH:D008545,T,GNBR
DB12091,MESH:D009103,T,GNBR
DB12091,MESH:D009140,T,GNBR
DB12091,MESH:D009202,T,GNBR
DB12091,MESH:D009369,T,GNBR
DB12091,MESH:D009410,Sa,GNBR
DB12091,MESH:D009422,Sa,GNBR
DB12091,MESH:D009436,T,GNBR
DB12091,MESH:D010538,T,GNBR
DB12091,MESH:D010900,Sa,GNBR
DB12091,MESH:D012509,T,GNBR
DB12091,MESH:D012640,Sa,GNBR
DB12091,MESH:D013927,Sa,GNBR
DB12091,MESH:D014717,Sa,GNBR
DB12091,MESH:D017682,Pa,GNBR
DB12091,MESH:D020529,T,GNBR
DB12091,MESH:D051436,T,GNBR
DB12091,MESH:D051437,T,GNBR
DB12091,MESH:D058186,Sa,GNBR
MESH:D005688,MESH:D001927,Sa,GNBR
MESH:D005688,MESH:D006501,Sa,GNBR
MESH:D005688,MESH:D006530,Sa,GNBR
MESH:D005688,MESH:D007003,Sa,GNBR
MESH:D005688,MESH:D008107,Sa,GNBR
MESH:D005688,MESH:D009336,Sa,GNBR
MESH:D005688,MESH:D017093,Sa,GNBR
MESH:D005688,MESH:D017114,Sa,GNBR
MESH:D005688,MESH:D056486,Sa,GNBR
DB11735,MESH:C535509,Sa,GNBR
DB11735,MESH:D000544,Sa,GNBR
DB11735,MESH:D001927,Sa,GNBR
DB11735,MESH:D002386,T,GNBR
DB11735,MESH:D003072,Sa,GNBR
DB11735,MESH:D003110,T,GNBR
DB11735,MESH:D003704,Sa,GNBR
DB11735,MESH:D005693,Sa,GNBR
DB11735,MESH:D005923,T,GNBR
DB11735,MESH:D006331,Sa,GNBR
DB11735,MESH:D006528,T,GNBR
DB11735,MESH:D006943,Sa,GNBR
DB11735,MESH:D007003,Sa,GNBR
DB11735,MESH:D007674,Sa,GNBR
DB11735,MESH:D008107,T,GNBR
DB11735,MESH:D008569,Sa,GNBR
DB11735,MESH:D008659,Sa,GNBR
DB11735,MESH:D009084,T,GNBR
DB11735,MESH:D009369,T,GNBR
DB11735,MESH:D009410,Sa,GNBR
DB11735,MESH:D009765,Mp,GNBR
DB11735,MESH:D010049,Sa,GNBR
DB11735,MESH:D012164,Sa,GNBR
DB11735,MESH:D016537,Sa,GNBR
DB11735,MESH:D016649,Sa,GNBR
DB11735,MESH:D019588,Sa,GNBR
DB11735,MESH:D019636,Sa,GNBR
DB11735,MESH:D020258,Sa,GNBR
DB11735,MESH:D020326,Sa,GNBR
DB11735,MESH:D028361,Sa,GNBR
DB11735,MESH:D056486,Sa,GNBR
DB00674,MESH:C537245,Pr,GNBR
DB00674,MESH:D000544,T,GNBR
DB00674,MESH:D000647,Sa,GNBR
DB00674,MESH:D001037,T,GNBR
DB00674,MESH:D001321,T,GNBR
DB00674,MESH:D001523,T,GNBR
DB00674,MESH:D001714,T,GNBR
DB00674,MESH:D003072,T,GNBR
DB00674,MESH:D003704,T,GNBR
DB00674,MESH:D003866,T,GNBR
DB00674,MESH:D004194,T,GNBR
DB00674,MESH:D004409,Sa,GNBR
DB00674,MESH:D004827,T,GNBR
DB00674,MESH:D007511,Mp,GNBR
DB00674,MESH:D007571,Sa,GNBR
DB00674,MESH:D007859,T,GNBR
DB00674,MESH:D008107,T,GNBR
DB00674,MESH:D008133,Sa,GNBR
DB00674,MESH:D008569,T,GNBR
DB00674,MESH:D008659,T,GNBR
DB00674,MESH:D011041,T,GNBR
DB00674,MESH:D011051,T,GNBR
DB00674,MESH:D014202,Sa,GNBR
DB00674,MESH:D015140,T,GNBR
DB00674,MESH:D019305,T,GNBR
DB00674,MESH:D020961,T,GNBR
DB00483,MESH:D003866,Sa,GNBR
DB00483,MESH:D005207,T,GNBR
DB00483,MESH:D009207,Sa,GNBR
DB00483,MESH:D009468,Sa,GNBR
DB00483,MESH:D010243,Sa,GNBR
MESH:D005707,MESH:C535607,C,GNBR
MESH:D005707,MESH:C537895,T,GNBR
MESH:D005707,MESH:C538394,T,GNBR
MESH:D005707,MESH:D002289,C,GNBR
MESH:D005707,MESH:D002318,T,GNBR
MESH:D005707,MESH:D003093,T,GNBR
MESH:D005707,MESH:D003643,Sa,GNBR
MESH:D005707,MESH:D003928,T,GNBR
MESH:D005707,MESH:D004342,Pa,GNBR
MESH:D005707,MESH:D006461,Sa,GNBR
MESH:D005707,MESH:D006528,T,GNBR
MESH:D005707,MESH:D008175,T,GNBR
MESH:D005707,MESH:D008545,C,GNBR
MESH:D005707,MESH:D009336,Sa,GNBR
MESH:D005707,MESH:D012871,T,GNBR
MESH:D005708,MESH:D001168,T,GNBR
MESH:D005708,MESH:D006528,T,GNBR
MESH:D005708,MESH:D006934,T,GNBR
MESH:D005708,MESH:D007674,T,GNBR
MESH:D005708,MESH:D008175,T,GNBR
MESH:D005708,MESH:D008228,T,GNBR
MESH:D005708,MESH:D010024,T,GNBR
MESH:D005708,MESH:D056486,T,GNBR
DB12923,MESH:D000787,T,GNBR
DB12923,MESH:D003286,Pa,GNBR
DB12923,MESH:D003324,T,GNBR
DB12923,MESH:D006973,T,GNBR
DB12923,MESH:D007511,T,GNBR
DB12923,MESH:D017202,T,GNBR
MESH:D005732,MESH:D000544,T,GNBR
MESH:D005732,MESH:D001932,T,GNBR
MESH:D005732,MESH:D001943,T,GNBR
MESH:D005732,MESH:D004487,Pa,GNBR
MESH:D005732,MESH:D006461,Pa,GNBR
MESH:D005732,MESH:D015658,Pa,GNBR
MESH:D005732,MESH:D016535,Sa,GNBR
MESH:D005732,MESH:D020275,T,GNBR
MESH:D005742,MESH:D002292,Sa,GNBR
MESH:D005742,MESH:D005901,Sa,GNBR
MESH:D005742,MESH:D007674,Sa,GNBR
MESH:D005742,MESH:D007680,Sa,GNBR
MESH:D005742,MESH:D008113,Sa,GNBR
MESH:D005742,MESH:D010523,Sa,GNBR
MESH:D005742,MESH:D064420,Sa,GNBR
DB12079,MESH:D005756,T,GNBR
DB12079,MESH:D015352,T,GNBR
MESH:D005839,MESH:C531821,T,GNBR
MESH:D005839,MESH:C535456,T,GNBR
MESH:D005839,MESH:D000163,T,GNBR
MESH:D005839,MESH:D000208,T,GNBR
MESH:D005839,MESH:D000292,T,GNBR
MESH:D005839,MESH:D000380,T,GNBR
MESH:D005839,MESH:D000544,T,GNBR
MESH:D005839,MESH:D001002,Sa,GNBR
MESH:D005839,MESH:D001064,T,GNBR
MESH:D005839,MESH:D001145,Pa,GNBR
MESH:D005839,MESH:D001201,T,GNBR
MESH:D005839,MESH:D001424,T,GNBR
MESH:D005839,MESH:D001437,T,GNBR
MESH:D005839,MESH:D001660,T,GNBR
MESH:D005839,MESH:D001847,T,GNBR
MESH:D005839,MESH:D001996,T,GNBR
MESH:D005839,MESH:D002372,T,GNBR
MESH:D005839,MESH:D002545,T,GNBR
MESH:D005839,MESH:D002821,T,GNBR
MESH:D005839,MESH:D002908,T,GNBR
MESH:D005839,MESH:D003072,Sa,GNBR
MESH:D005839,MESH:D003141,T,GNBR
MESH:D005839,MESH:D003320,T,GNBR
MESH:D005839,MESH:D003428,T,GNBR
MESH:D005839,MESH:D003550,T,GNBR
MESH:D005839,MESH:D003643,Sa,GNBR
MESH:D005839,MESH:D003866,Sa,GNBR
MESH:D005839,MESH:D003920,T,GNBR
MESH:D005839,MESH:D003925,T,GNBR
MESH:D005839,MESH:D003967,T,GNBR
MESH:D005839,MESH:D004172,Sa,GNBR
MESH:D005839,MESH:D004194,T,GNBR
MESH:D005839,MESH:D004342,Sa,GNBR
MESH:D005839,MESH:D004374,T,GNBR
MESH:D005839,MESH:D004405,T,GNBR
MESH:D005839,MESH:D004696,T,GNBR
MESH:D005839,MESH:D004697,T,GNBR
MESH:D005839,MESH:D004716,T,GNBR
MESH:D005839,MESH:D004829,T,GNBR
MESH:D005839,MESH:D005076,T,GNBR
MESH:D005839,MESH:D005124,T,GNBR
MESH:D005839,MESH:D005128,T,GNBR
MESH:D005839,MESH:D005334,T,GNBR
MESH:D005839,MESH:D005355,T,GNBR
MESH:D005839,MESH:D005597,T,GNBR
MESH:D005839,MESH:D005901,T,GNBR
MESH:D005839,MESH:D006069,T,GNBR
MESH:D005839,MESH:D006316,Sa,GNBR
MESH:D005839,MESH:D006319,Sa,GNBR
MESH:D005839,MESH:D006617,T,GNBR
MESH:D005839,MESH:D006967,T,GNBR
MESH:D005839,MESH:D006996,Sa,GNBR
MESH:D005839,MESH:D007035,T,GNBR
MESH:D005839,MESH:D007249,Sa,GNBR
MESH:D005839,MESH:D007634,T,GNBR
MESH:D005839,MESH:D007676,T,GNBR
MESH:D005839,MESH:D007683,Sa,GNBR
MESH:D005839,MESH:D007710,T,GNBR
MESH:D005839,MESH:D007759,Sa,GNBR
MESH:D005839,MESH:D008171,T,GNBR
MESH:D005839,MESH:D008413,T,GNBR
MESH:D005839,MESH:D008575,T,GNBR
MESH:D005839,MESH:D008581,T,GNBR
MESH:D005839,MESH:D009084,T,GNBR
MESH:D005839,MESH:D009135,Sa,GNBR
MESH:D005839,MESH:D009336,Sa,GNBR
MESH:D005839,MESH:D009369,T,GNBR
MESH:D005839,MESH:D009395,Sa,GNBR
MESH:D005839,MESH:D009404,T,GNBR
MESH:D005839,MESH:D009410,Sa,GNBR
MESH:D005839,MESH:D009436,T,GNBR
MESH:D005839,MESH:D009442,T,GNBR
MESH:D005839,MESH:D009503,T,GNBR
MESH:D005839,MESH:D009765,T,GNBR
MESH:D005839,MESH:D010019,T,GNBR
MESH:D005839,MESH:D010243,Sa,GNBR
MESH:D005839,MESH:D010538,T,GNBR
MESH:D005839,MESH:D011141,Sa,GNBR
MESH:D005839,MESH:D011552,T,GNBR
MESH:D005839,MESH:D011596,T,GNBR
MESH:D005839,MESH:D011704,T,GNBR
MESH:D005839,MESH:D011711,T,GNBR
MESH:D005839,MESH:D012131,Sa,GNBR
MESH:D005839,MESH:D012141,T,GNBR
MESH:D005839,MESH:D012164,Sa,GNBR
MESH:D005839,MESH:D012480,T,GNBR
MESH:D005839,MESH:D012772,T,GNBR
MESH:D005839,MESH:D012871,T,GNBR
MESH:D005839,MESH:D013119,T,GNBR
MESH:D005839,MESH:D013203,T,GNBR
MESH:D005839,MESH:D013746,T,GNBR
MESH:D005839,MESH:D013921,Sa,GNBR
MESH:D005839,MESH:D014012,T,GNBR
MESH:D005839,MESH:D014406,T,GNBR
MESH:D005839,MESH:D014456,T,GNBR
MESH:D005839,MESH:D014526,T,GNBR
MESH:D005839,MESH:D014552,T,GNBR
MESH:D005839,MESH:D014570,T,GNBR
MESH:D005839,MESH:D014717,T,GNBR
MESH:D005839,MESH:D014947,Sa,GNBR
MESH:D005839,MESH:D015817,T,GNBR
MESH:D005839,MESH:D015818,T,GNBR
MESH:D005839,MESH:D015837,Sa,GNBR
MESH:D005839,MESH:D016470,T,GNBR
MESH:D005839,MESH:D016638,T,GNBR
MESH:D005839,MESH:D016715,T,GNBR
MESH:D005839,MESH:D016724,T,GNBR
MESH:D005839,MESH:D016868,T,GNBR
MESH:D005839,MESH:D016920,T,GNBR
MESH:D005839,MESH:D018805,T,GNBR
MESH:D005839,MESH:D020258,Pr,GNBR
MESH:D005839,MESH:D020345,T,GNBR
MESH:D005839,MESH:D020388,T,GNBR
MESH:D005839,MESH:D020773,Pr,GNBR
MESH:D005839,MESH:D034161,T,GNBR
MESH:D005839,MESH:D034381,Sa,GNBR
MESH:D005839,MESH:D044342,T,GNBR
MESH:D005839,MESH:D050723,T,GNBR
MESH:D005839,MESH:D053099,Sa,GNBR
MESH:D005839,MESH:D053565,Sa,GNBR
MESH:D005839,MESH:D053717,T,GNBR
MESH:D005839,MESH:D058186,Sa,GNBR
MESH:D005839,MESH:D058565,T,GNBR
MESH:D005839,MESH:D059413,T,GNBR
MESH:D005839,MESH:D060085,T,GNBR
MESH:D005840,MESH:D004401,Sa,GNBR
MESH:D005840,MESH:D009959,T,GNBR
MESH:D005840,MESH:D064420,Sa,GNBR
MESH:D005857,MESH:D051437,Sa,GNBR
DB14677,MESH:D011470,T,GNBR
DB11619,MESH:D001847,T,GNBR
DB11619,MESH:D004715,T,GNBR
DB11619,MESH:D007889,T,GNBR
DB11619,MESH:D009214,T,GNBR
DB11619,MESH:D010386,T,GNBR
DB11619,MESH:D059373,T,GNBR
MESH:D005897,MESH:D007674,Sa,GNBR
MESH:D005897,MESH:D010146,T,GNBR
MESH:D005897,MESH:D051437,Sa,GNBR
DB01016,MESH:C536528,T,GNBR
DB01016,MESH:D000138,Pa,GNBR
DB01016,MESH:D001424,T,GNBR
DB01016,MESH:D001919,Pa,GNBR
DB01016,MESH:D001930,T,GNBR
DB01016,MESH:D002311,Pa,GNBR
DB01016,MESH:D003072,Sa,GNBR
DB01016,MESH:D003324,T,GNBR
DB01016,MESH:D003327,T,GNBR
DB01016,MESH:D003550,T,GNBR
DB01016,MESH:D003920,T,GNBR
DB01016,MESH:D003922,T,GNBR
DB01016,MESH:D003924,T,GNBR
DB01016,MESH:D004342,T,GNBR
DB01016,MESH:D005355,T,GNBR
DB01016,MESH:D006323,T,GNBR
DB01016,MESH:D006331,T,GNBR
DB01016,MESH:D006930,T,GNBR
DB01016,MESH:D007003,Sa,GNBR
DB01016,MESH:D007238,T,GNBR
DB01016,MESH:D007333,T,GNBR
DB01016,MESH:D007511,T,GNBR
DB01016,MESH:D007674,T,GNBR
DB01016,MESH:D009222,Pa,GNBR
DB01016,MESH:D013345,Sa,GNBR
DB01016,MESH:D013577,T,GNBR
DB01016,MESH:D016640,T,GNBR
DB01016,MESH:D017202,T,GNBR
DB01016,MESH:D017827,T,GNBR
DB01016,MESH:D018781,Pa,GNBR
DB01016,MESH:D020521,T,GNBR
DB01016,MESH:D020790,T,GNBR
DB01016,MESH:D020925,T,GNBR
DB01016,MESH:D051436,T,GNBR
DB01016,MESH:D064420,Sa,GNBR
DB01120,MESH:D003920,T,GNBR
DB01120,MESH:D003924,T,GNBR
DB01120,MESH:D007003,T,GNBR
DB01120,MESH:D009369,T,GNBR
DB01120,MESH:D012164,T,GNBR
DB01120,MESH:D017827,T,GNBR
DB01120,MESH:D065626,T,GNBR
MESH:D005912,MESH:D003643,Sa,GNBR
DB01067,MESH:C535349,Pa,GNBR
DB01067,MESH:D003920,T,GNBR
DB01067,MESH:D003924,T,GNBR
DB01067,MESH:D006943,T,GNBR
DB01067,MESH:D007003,Sa,GNBR
DB01067,MESH:D007022,Pa,GNBR
DB01067,MESH:D007674,T,GNBR
DB01067,MESH:D009369,C,GNBR
DB01067,MESH:D017827,T,GNBR
MESH:D005942,MESH:D004342,T,GNBR
DB01296,MESH:C537208,T,GNBR
DB01296,MESH:D001168,T,GNBR
DB01296,MESH:D003876,T,GNBR
DB01296,MESH:D003920,T,GNBR
DB01296,MESH:D006944,Pr,GNBR
DB01296,MESH:D007174,T,GNBR
DB01296,MESH:D007592,T,GNBR
DB01296,MESH:D007674,Sa,GNBR
DB01296,MESH:D009203,T,GNBR
DB01296,MESH:D009369,T,GNBR
DB01296,MESH:D010003,T,GNBR
DB01296,MESH:D010146,T,GNBR
DB01296,MESH:D011471,C,GNBR
DB01296,MESH:D013706,T,GNBR
DB01296,MESH:D015207,T,GNBR
DB01296,MESH:D015212,T,GNBR
DB01296,MESH:D017116,T,GNBR
DB01296,MESH:D019636,T,GNBR
DB01296,MESH:D020370,T,GNBR
DB09341,MESH:C535306,Pa,GNBR
DB09341,MESH:C535700,Sa,GNBR
DB09341,MESH:C535838,T,GNBR
DB09341,MESH:C536050,T,GNBR
DB09341,MESH:C536271,J,GNBR
DB09341,MESH:C536351,T,GNBR
DB09341,MESH:C536391,J,GNBR
DB09341,MESH:C536411,Sa,GNBR
DB09341,MESH:C536917,T,GNBR
DB09341,MESH:C537880,J,GNBR
DB09341,MESH:C537881,J,GNBR
DB09341,MESH:C537904,T,GNBR
DB09341,MESH:C538041,Sa,GNBR
DB09341,MESH:C538139,J,GNBR
DB09341,MESH:C538167,C,GNBR
DB09341,MESH:C538655,T,GNBR
DB09341,MESH:C562729,Sa,GNBR
DB09341,MESH:C564108,J,GNBR
DB09341,MESH:C565820,J,GNBR
DB09341,MESH:C566031,J,GNBR
DB09341,MESH:C566844,Mp,GNBR
DB09341,MESH:C566847,Sa,GNBR
DB09341,MESH:C566917,T,GNBR
DB09341,MESH:C567658,Sa,GNBR
DB09341,MESH:C567932,J,GNBR
DB09341,MESH:D000031,T,GNBR
DB09341,MESH:D000172,T,GNBR
DB09341,MESH:D000224,J,GNBR
DB09341,MESH:D000275,J,GNBR
DB09341,MESH:D000505,J,GNBR
DB09341,MESH:D000856,T,GNBR
DB09341,MESH:D001008,T,GNBR
DB09341,MESH:D001161,T,GNBR
DB09341,MESH:D001172,T,GNBR
DB09341,MESH:D001237,T,GNBR
DB09341,MESH:D001437,T,GNBR
DB09341,MESH:D001649,Pr,GNBR
DB09341,MESH:D001649,J,GNBR
DB09341,MESH:D001763,J,GNBR
DB09341,MESH:D001930,T,GNBR
DB09341,MESH:D002032,J,GNBR
DB09341,MESH:D002056,T,GNBR
DB09341,MESH:D002114,Sa,GNBR
DB09341,MESH:D002249,T,GNBR
DB09341,MESH:D002303,T,GNBR
DB09341,MESH:D002349,T,GNBR
DB09341,MESH:D002543,T,GNBR
DB09341,MESH:D002544,T,GNBR
DB09341,MESH:D002546,J,GNBR
DB09341,MESH:D003248,T,GNBR
DB09341,MESH:D003324,T,GNBR
DB09341,MESH:D003327,T,GNBR
DB09341,MESH:D003424,T,GNBR
DB09341,MESH:D003480,T,GNBR
DB09341,MESH:D003639,T,GNBR
DB09341,MESH:D003643,Sa,GNBR
DB09341,MESH:D003681,Sa,GNBR
DB09341,MESH:D003876,J,GNBR
DB09341,MESH:D003920,T,GNBR
DB09341,MESH:D003922,T,GNBR
DB09341,MESH:D003924,T,GNBR
DB09341,MESH:D003928,T,GNBR
DB09341,MESH:D003930,J,GNBR
DB09341,MESH:D003967,T,GNBR
DB09341,MESH:D004194,T,GNBR
DB09341,MESH:D004377,T,GNBR
DB09341,MESH:D004487,T,GNBR
DB09341,MESH:D004630,T,GNBR
DB09341,MESH:D004700,T,GNBR
DB09341,MESH:D004802,T,GNBR
DB09341,MESH:D005166,J,GNBR
DB09341,MESH:D005184,T,GNBR
DB09341,MESH:D005234,Sa,GNBR
DB09341,MESH:D005693,T,GNBR
DB09341,MESH:D005706,T,GNBR
DB09341,MESH:D005767,T,GNBR
DB09341,MESH:D005953,T,GNBR
DB09341,MESH:D006319,J,GNBR
DB09341,MESH:D006332,Sa,GNBR
DB09341,MESH:D006402,T,GNBR
DB09341,MESH:D006406,Sa,GNBR
DB09341,MESH:D006509,J,GNBR
DB09341,MESH:D006628,T,GNBR
DB09341,MESH:D006929,T,GNBR
DB09341,MESH:D006934,T,GNBR
DB09341,MESH:D006947,T,GNBR
DB09341,MESH:D006948,Sa,GNBR
DB09341,MESH:D006949,Sa,GNBR
DB09341,MESH:D006963,Sa,GNBR
DB09341,MESH:D006976,T,GNBR
DB09341,MESH:D006984,Sa,GNBR
DB09341,MESH:D007003,T,GNBR
DB09341,MESH:D007010,Sa,GNBR
DB09341,MESH:D007037,T,GNBR
DB09341,MESH:D007177,T,GNBR
DB09341,MESH:D007249,Sa,GNBR
DB09341,MESH:D007340,T,GNBR
DB09341,MESH:D007592,T,GNBR
DB09341,MESH:D007647,J,GNBR
DB09341,MESH:D007662,T,GNBR
DB09341,MESH:D007676,T,GNBR
DB09341,MESH:D007870,J,GNBR
DB09341,MESH:D007905,C,GNBR
DB09341,MESH:D008103,T,GNBR
DB09341,MESH:D008107,Sa,GNBR
DB09341,MESH:D008133,Sa,GNBR
DB09341,MESH:D008180,T,GNBR
DB09341,MESH:D008288,T,GNBR
DB09341,MESH:D008581,T,GNBR
DB09341,MESH:D008708,T,GNBR
DB09341,MESH:D008947,J,GNBR
DB09341,MESH:D009062,T,GNBR
